Ensemble.Gene.ID	Dog.Ensembl.Gene.ID
ENSG00000185745	ENSCAFG00000009617
ENSG00000183305	ENSCAFG00000013842
ENSG00000183305	ENSCAFG00000025039
ENSG00000183305	ENSCAFG00000030952
ENSG00000183305	ENSCAFG00000029428
ENSG00000183305	ENSCAFG00000023133
ENSG00000183305	ENSCAFG00000019160
ENSG00000183305	ENSCAFG00000032604
ENSG00000183305	ENSCAFG00000031663
ENSG00000183305	ENSCAFG00000024378
ENSG00000183305	ENSCAFG00000023185
ENSG00000183305	ENSCAFG00000019029
ENSG00000152778	ENSCAFG00000007151
ENSG00000167395	ENSCAFG00000016793
ENSG00000152779	ENSCAFG00000007158
ENSG00000151006	ENSCAFG00000032204
ENSG00000148341	ENSCAFG00000020008
ENSG00000152782	ENSCAFG00000032341
ENSG00000152782	ENSCAFG00000007165
ENSG00000152782	ENSCAFG00000043662
ENSG00000167397	ENSCAFG00000016799
ENSG00000141068	ENSCAFG00000018638
ENSG00000213401	ENSCAFG00000013842
ENSG00000213401	ENSCAFG00000025039
ENSG00000213401	ENSCAFG00000030952
ENSG00000213401	ENSCAFG00000029428
ENSG00000213401	ENSCAFG00000023133
ENSG00000213401	ENSCAFG00000019160
ENSG00000213401	ENSCAFG00000032604
ENSG00000213401	ENSCAFG00000031663
ENSG00000213401	ENSCAFG00000024378
ENSG00000213401	ENSCAFG00000023185
ENSG00000213401	ENSCAFG00000019029
ENSG00000198997	ENSCAFG00000020466
ENSG00000175305	ENSCAFG00000009408
ENSG00000138182	ENSCAFG00000007178
ENSG00000268606	ENSCAFG00000013842
ENSG00000268606	ENSCAFG00000025039
ENSG00000268606	ENSCAFG00000030952
ENSG00000268606	ENSCAFG00000029428
ENSG00000268606	ENSCAFG00000023133
ENSG00000268606	ENSCAFG00000019160
ENSG00000268606	ENSCAFG00000032604
ENSG00000268606	ENSCAFG00000031663
ENSG00000268606	ENSCAFG00000024378
ENSG00000268606	ENSCAFG00000023185
ENSG00000268606	ENSCAFG00000019029
ENSG00000103507	ENSCAFG00000016827
ENSG00000157224	ENSCAFG00000001884
ENSG00000003756	ENSCAFG00000010866
ENSG00000064607	ENSCAFG00000014431
ENSG00000197172	ENSCAFG00000013842
ENSG00000197172	ENSCAFG00000025039
ENSG00000197172	ENSCAFG00000030952
ENSG00000197172	ENSCAFG00000029428
ENSG00000197172	ENSCAFG00000023133
ENSG00000197172	ENSCAFG00000019160
ENSG00000197172	ENSCAFG00000032604
ENSG00000197172	ENSCAFG00000031663
ENSG00000197172	ENSCAFG00000018988
ENSG00000197172	ENSCAFG00000024378
ENSG00000197172	ENSCAFG00000023185
ENSG00000197172	ENSCAFG00000019029
ENSG00000147400	ENSCAFG00000019170
ENSG00000147400	ENSCAFG00000000743
ENSG00000058091	ENSCAFG00000001898
ENSG00000168961	ENSCAFG00000018641
ENSG00000156170	ENSCAFG00000009419
ENSG00000100632	ENSCAFG00000032389
ENSG00000147383	ENSCAFG00000019172
ENSG00000148343	ENSCAFG00000020003
ENSG00000029364	ENSCAFG00000016572
ENSG00000147394	ENSCAFG00000019176
ENSG00000148680	ENSCAFG00000007224
ENSG00000128915	ENSCAFG00000016690
ENSG00000105676	ENSCAFG00000014404
ENSG00000148688	ENSCAFG00000031801
ENSG00000167130	ENSCAFG00000020001
ENSG00000200224	ENSCAFG00000021528
ENSG00000151917	ENSCAFG00000002447
ENSG00000103510	ENSCAFG00000016838
ENSG00000164938	ENSCAFG00000009418
ENSG00000001617	ENSCAFG00000010804
ENSG00000112200	ENSCAFG00000002451
ENSG00000200525	ENSCAFG00000028274
ENSG00000095321	ENSCAFG00000019996
ENSG00000175985	ENSCAFG00000023745
ENSG00000084628	ENSCAFG00000011175
ENSG00000148677	ENSCAFG00000007247
ENSG00000060688	ENSCAFG00000011149
ENSG00000156172	ENSCAFG00000009423
ENSG00000267909	ENSCAFG00000016579
ENSG00000100647	ENSCAFG00000016582
ENSG00000201604	ENSCAFG00000027693
ENSG00000156466	ENSCAFG00000009445
ENSG00000180628	ENSCAFG00000007254
ENSG00000052344	ENSCAFG00000031655
ENSG00000100650	ENSCAFG00000016589
ENSG00000157240	ENSCAFG00000001906
ENSG00000119383	ENSCAFG00000019991
ENSG00000069667	ENSCAFG00000016700
ENSG00000121766	ENSCAFG00000001857
ENSG00000121766	ENSCAFG00000042285
ENSG00000121766	ENSCAFG00000011131
ENSG00000156467	ENSCAFG00000009449
ENSG00000181035	ENSCAFG00000014386
ENSG00000165338	ENSCAFG00000007266
ENSG00000178226	ENSCAFG00000016853
ENSG00000127989	ENSCAFG00000001908
ENSG00000064545	ENSCAFG00000014369
ENSG00000127914	ENSCAFG00000001935
ENSG00000156469	ENSCAFG00000009460
ENSG00000139131	ENSCAFG00000010496
ENSG00000119938	ENSCAFG00000029146
ENSG00000114349	ENSCAFG00000010764
ENSG00000107854	ENSCAFG00000007302
ENSG00000057294	ENSCAFG00000010484
ENSG00000089280	ENSCAFG00000016862
ENSG00000007171	ENSCAFG00000018642
ENSG00000100652	ENSCAFG00000016597
ENSG00000188338	ENSCAFG00000010754
ENSG00000112208	ENSCAFG00000028759
ENSG00000174721	ENSCAFG00000007314
ENSG00000095564	ENSCAFG00000007355
ENSG00000112210	ENSCAFG00000002459
ENSG00000156471	ENSCAFG00000009472
ENSG00000221060	ENSCAFG00000026676
ENSG00000001630	ENSCAFG00000001945
ENSG00000198732	ENSCAFG00000016602
ENSG00000213999	ENSCAFG00000014350
ENSG00000235961	ENSCAFG00000019180
ENSG00000198681	ENSCAFG00000025039
ENSG00000198681	ENSCAFG00000030952
ENSG00000198681	ENSCAFG00000029428
ENSG00000198681	ENSCAFG00000023133
ENSG00000198681	ENSCAFG00000019160
ENSG00000198681	ENSCAFG00000032604
ENSG00000198681	ENSCAFG00000031663
ENSG00000278803	ENSCAFG00000023624
ENSG00000278803	ENSCAFG00000025495
ENSG00000278803	ENSCAFG00000019182
ENSG00000121769	ENSCAFG00000011117
ENSG00000225110	ENSCAFG00000041241
ENSG00000225110	ENSCAFG00000019178
ENSG00000285953	ENSCAFG00000001961
ENSG00000146143	ENSCAFG00000023267
ENSG00000240720	ENSCAFG00000001947
ENSG00000110975	ENSCAFG00000010475
ENSG00000214897	ENSCAFG00000041241
ENSG00000214897	ENSCAFG00000019178
ENSG00000189420	ENSCAFG00000029984
ENSG00000001631	ENSCAFG00000001961
ENSG00000100678	ENSCAFG00000023919
ENSG00000168528	ENSCAFG00000011063
ENSG00000114353	ENSCAFG00000010740
ENSG00000183479	ENSCAFG00000019185
ENSG00000188483	ENSCAFG00000019990
ENSG00000139133	ENSCAFG00000010466
ENSG00000129003	ENSCAFG00000016774
ENSG00000213397	ENSCAFG00000019186
ENSG00000202095	ENSCAFG00000026999
ENSG00000107864	ENSCAFG00000007423
ENSG00000169439	ENSCAFG00000031652
ENSG00000198060	ENSCAFG00000007428
ENSG00000119912	ENSCAFG00000007467
ENSG00000175548	ENSCAFG00000010466
ENSG00000103490	ENSCAFG00000016865
ENSG00000254901	ENSCAFG00000024526
ENSG00000177238	ENSCAFG00000016872
ENSG00000139117	ENSCAFG00000010406
ENSG00000182492	ENSCAFG00000019189
ENSG00000104324	ENSCAFG00000009482
ENSG00000112232	ENSCAFG00000002470
ENSG00000266202	ENSCAFG00000030679
ENSG00000142910	ENSCAFG00000011002
ENSG00000232859	ENSCAFG00000030679
ENSG00000198225	ENSCAFG00000006795
ENSG00000198225	ENSCAFG00000023724
ENSG00000146166	ENSCAFG00000002482
ENSG00000133983	ENSCAFG00000028922
ENSG00000067842	ENSCAFG00000019230
ENSG00000064490	ENSCAFG00000014341
ENSG00000180543	ENSCAFG00000032518
ENSG00000148335	ENSCAFG00000019986
ENSG00000251818	ENSCAFG00000027665
ENSG00000251818	ENSCAFG00000027543
ENSG00000251818	ENSCAFG00000027513
ENSG00000251818	ENSCAFG00000027840
ENSG00000251818	ENSCAFG00000027870
ENSG00000087095	ENSCAFG00000018650
ENSG00000147649	ENSCAFG00000009488
ENSG00000112245	ENSCAFG00000002490
ENSG00000121764	ENSCAFG00000010968
ENSG00000012171	ENSCAFG00000010719
ENSG00000222640	ENSCAFG00000041964
ENSG00000162517	ENSCAFG00000010956
ENSG00000213463	ENSCAFG00000016620
ENSG00000139985	ENSCAFG00000016663
ENSG00000104341	ENSCAFG00000000460
ENSG00000139116	ENSCAFG00000010250
ENSG00000179058	ENSCAFG00000030536
ENSG00000118482	ENSCAFG00000002493
ENSG00000138160	ENSCAFG00000007497
ENSG00000148331	ENSCAFG00000019984
ENSG00000134007	ENSCAFG00000016666
ENSG00000133997	ENSCAFG00000016675
ENSG00000167157	ENSCAFG00000019983
ENSG00000109084	ENSCAFG00000018655
ENSG00000084636	ENSCAFG00000010930
ENSG00000148344	ENSCAFG00000030838
ENSG00000132561	ENSCAFG00000013852
ENSG00000136816	ENSCAFG00000019981
ENSG00000109083	ENSCAFG00000018659
ENSG00000136827	ENSCAFG00000019980
ENSG00000152804	ENSCAFG00000007502
ENSG00000136819	ENSCAFG00000017339
ENSG00000138190	ENSCAFG00000007534
ENSG00000262919	ENSCAFG00000019239
ENSG00000136878	ENSCAFG00000019975
ENSG00000001629	ENSCAFG00000001969
ENSG00000179564	ENSCAFG00000010695
ENSG00000184162	ENSCAFG00000014331
ENSG00000214706	ENSCAFG00000047313
ENSG00000133985	ENSCAFG00000025153
ENSG00000109079	ENSCAFG00000018663
ENSG00000006432	ENSCAFG00000016679
ENSG00000130287	ENSCAFG00000014218
ENSG00000157259	ENSCAFG00000030614
ENSG00000130829	ENSCAFG00000019241
ENSG00000242950	ENSCAFG00000045716
ENSG00000127980	ENSCAFG00000001977
ENSG00000156886	ENSCAFG00000016881
ENSG00000252973	ENSCAFG00000030203
ENSG00000130822	ENSCAFG00000019242
ENSG00000187664	ENSCAFG00000023570
ENSG00000004142	ENSCAFG00000015941
ENSG00000004142	ENSCAFG00000018665
ENSG00000213996	ENSCAFG00000014329
ENSG00000244045	ENSCAFG00000018668
ENSG00000186792	ENSCAFG00000010672
ENSG00000164307	ENSCAFG00000007810
ENSG00000105705	ENSCAFG00000014314
ENSG00000187239	ENSCAFG00000019963
ENSG00000156885	ENSCAFG00000016887
ENSG00000135298	ENSCAFG00000023431
ENSG00000095596	ENSCAFG00000007574
ENSG00000100731	ENSCAFG00000016702
ENSG00000140691	ENSCAFG00000016892
ENSG00000138119	ENSCAFG00000007749
ENSG00000207067	ENSCAFG00000026070
ENSG00000207067	ENSCAFG00000026263
ENSG00000003137	ENSCAFG00000009005
ENSG00000273171	ENSCAFG00000018672
ENSG00000004139	ENSCAFG00000018678
ENSG00000132541	ENSCAFG00000030250
ENSG00000114378	ENSCAFG00000010599
ENSG00000168216	ENSCAFG00000002545
ENSG00000121753	ENSCAFG00000010872
ENSG00000173208	ENSCAFG00000010022
ENSG00000140682	ENSCAFG00000016896
ENSG00000144036	ENSCAFG00000008981
ENSG00000104356	ENSCAFG00000000469
ENSG00000180116	ENSCAFG00000010000
ENSG00000109072	ENSCAFG00000018672
ENSG00000068001	ENSCAFG00000010657
ENSG00000171914	ENSCAFG00000016905
ENSG00000151229	ENSCAFG00000009975
ENSG00000148358	ENSCAFG00000019954
ENSG00000164308	ENSCAFG00000024646
ENSG00000076351	ENSCAFG00000018682
ENSG00000104361	ENSCAFG00000000480
ENSG00000129933	ENSCAFG00000014291
ENSG00000068028	ENSCAFG00000010627
ENSG00000188906	ENSCAFG00000009926
ENSG00000222536	ENSCAFG00000021936
ENSG00000212378	ENSCAFG00000026247
ENSG00000116096	ENSCAFG00000008956
ENSG00000138180	ENSCAFG00000007881
ENSG00000258472	ENSCAFG00000018724
ENSG00000135638	ENSCAFG00000030229
ENSG00000186188	ENSCAFG00000007888
ENSG00000104375	ENSCAFG00000000484
ENSG00000007216	ENSCAFG00000018692
ENSG00000138207	ENSCAFG00000007893
ENSG00000130821	ENSCAFG00000019243
ENSG00000197555	ENSCAFG00000016732
ENSG00000167491	ENSCAFG00000014267
ENSG00000144040	ENSCAFG00000008944
ENSG00000095464	ENSCAFG00000007908
ENSG00000107130	ENSCAFG00000019953
ENSG00000178093	ENSCAFG00000030319
ENSG00000148690	ENSCAFG00000007929
ENSG00000186010	ENSCAFG00000014244
ENSG00000109101	ENSCAFG00000018709
ENSG00000185825	ENSCAFG00000019245
ENSG00000113441	ENSCAFG00000007770
ENSG00000211137	ENSCAFG00000020589
ENSG00000148357	ENSCAFG00000019950
ENSG00000127993	ENSCAFG00000001980
ENSG00000082293	ENSCAFG00000002562
ENSG00000156486	ENSCAFG00000000488
ENSG00000140416	ENSCAFG00000016966
ENSG00000004838	ENSCAFG00000010609
ENSG00000205592	ENSCAFG00000009900
ENSG00000109103	ENSCAFG00000018713
ENSG00000207378	ENSCAFG00000021627
ENSG00000108231	ENSCAFG00000007949
ENSG00000164920	ENSCAFG00000000493
ENSG00000140675	ENSCAFG00000016909
ENSG00000234545	ENSCAFG00000035210
ENSG00000130707	ENSCAFG00000019945
ENSG00000087111	ENSCAFG00000018715
ENSG00000101986	ENSCAFG00000019247
ENSG00000160161	ENSCAFG00000023249
ENSG00000132549	ENSCAFG00000000507
ENSG00000207492	ENSCAFG00000022988
ENSG00000018236	ENSCAFG00000009872
ENSG00000114388	ENSCAFG00000010590
ENSG00000105810	ENSCAFG00000001998
ENSG00000145721	ENSCAFG00000007759
ENSG00000198753	ENSCAFG00000019270
ENSG00000112280	ENSCAFG00000002589
ENSG00000140688	ENSCAFG00000016936
ENSG00000105717	ENSCAFG00000014191
ENSG00000135631	ENSCAFG00000008938
ENSG00000058729	ENSCAFG00000041257
ENSG00000058729	ENSCAFG00000007745
ENSG00000134668	ENSCAFG00000010825
ENSG00000064547	ENSCAFG00000014181
ENSG00000177409	ENSCAFG00000002007
ENSG00000107164	ENSCAFG00000019942
ENSG00000089639	ENSCAFG00000014170
ENSG00000135632	ENSCAFG00000008932
ENSG00000109107	ENSCAFG00000018719
ENSG00000188175	ENSCAFG00000002011
ENSG00000174136	ENSCAFG00000031933
ENSG00000130711	ENSCAFG00000023076
ENSG00000138193	ENSCAFG00000007985
ENSG00000182732	ENSCAFG00000016763
ENSG00000130713	ENSCAFG00000019941
ENSG00000169877	ENSCAFG00000016939
ENSG00000184343	ENSCAFG00000029425
ENSG00000114395	ENSCAFG00000010581
ENSG00000135617	ENSCAFG00000008926
ENSG00000153922	ENSCAFG00000007672
ENSG00000135624	ENSCAFG00000008879
ENSG00000135624	ENSCAFG00000047783
ENSG00000135624	ENSCAFG00000005198
ENSG00000135624	ENSCAFG00000024588
ENSG00000126062	ENSCAFG00000010578
ENSG00000165966	ENSCAFG00000009821
ENSG00000004766	ENSCAFG00000002018
ENSG00000007402	ENSCAFG00000010431
ENSG00000184007	ENSCAFG00000010816
ENSG00000105726	ENSCAFG00000014153
ENSG00000097007	ENSCAFG00000019938
ENSG00000151233	ENSCAFG00000009790
ENSG00000082269	ENSCAFG00000002599
ENSG00000015153	ENSCAFG00000009789
ENSG00000206631	ENSCAFG00000026236
ENSG00000173145	ENSCAFG00000008033
ENSG00000222610	ENSCAFG00000027271
ENSG00000067829	ENSCAFG00000019286
ENSG00000121774	ENSCAFG00000010777
ENSG00000207804	ENSCAFG00000022821
ENSG00000188710	ENSCAFG00000024407
ENSG00000130720	ENSCAFG00000019930
ENSG00000207077	ENSCAFG00000028457
ENSG00000207077	ENSCAFG00000032129
ENSG00000134283	ENSCAFG00000009764
ENSG00000121775	ENSCAFG00000010805
ENSG00000181896	ENSCAFG00000032123
ENSG00000108239	ENSCAFG00000008068
ENSG00000050555	ENSCAFG00000019927
ENSG00000174132	ENSCAFG00000024608
ENSG00000163013	ENSCAFG00000008846
ENSG00000113532	ENSCAFG00000007617
ENSG00000270472	ENSCAFG00000045674
ENSG00000132554	ENSCAFG00000000529
ENSG00000076382	ENSCAFG00000018724
ENSG00000119969	ENSCAFG00000008090
ENSG00000135625	ENSCAFG00000031530
ENSG00000173930	ENSCAFG00000024995
ENSG00000116127	ENSCAFG00000008827
ENSG00000025800	ENSCAFG00000010737
ENSG00000126878	ENSCAFG00000019926
ENSG00000205359	ENSCAFG00000007611
ENSG00000180879	ENSCAFG00000019288
ENSG00000084652	ENSCAFG00000010715
ENSG00000126883	ENSCAFG00000019920
ENSG00000154079	ENSCAFG00000002602
ENSG00000067840	ENSCAFG00000019290
ENSG00000112305	ENSCAFG00000002612
ENSG00000167524	ENSCAFG00000018729
ENSG00000103642	ENSCAFG00000016978
ENSG00000145730	ENSCAFG00000007593
ENSG00000160050	ENSCAFG00000010703
ENSG00000144035	ENSCAFG00000029185
ENSG00000204872	ENSCAFG00000029185
ENSG00000198910	ENSCAFG00000019362
ENSG00000160051	ENSCAFG00000010701
ENSG00000004948	ENSCAFG00000002033
ENSG00000112309	ENSCAFG00000002616
ENSG00000222046	ENSCAFG00000023234
ENSG00000007202	ENSCAFG00000018736
ENSG00000166128	ENSCAFG00000016983
ENSG00000207180	ENSCAFG00000032468
ENSG00000156509	ENSCAFG00000000544
ENSG00000144048	ENSCAFG00000008797
ENSG00000119900	ENSCAFG00000032206
ENSG00000147669	ENSCAFG00000044359
ENSG00000138613	ENSCAFG00000031124
ENSG00000104450	ENSCAFG00000031661
ENSG00000271130	ENSCAFG00000045674
ENSG00000187833	ENSCAFG00000008793
ENSG00000199094	ENSCAFG00000020557
ENSG00000207827	ENSCAFG00000020585
ENSG00000124356	ENSCAFG00000028649
ENSG00000079841	ENSCAFG00000002640
ENSG00000079841	ENSCAFG00000045668
ENSG00000139168	ENSCAFG00000030751
ENSG00000074410	ENSCAFG00000016990
ENSG00000034677	ENSCAFG00000000555
ENSG00000139174	ENSCAFG00000009782
ENSG00000208014	ENSCAFG00000022806
ENSG00000207656	ENSCAFG00000025715
ENSG00000127928	ENSCAFG00000002044
ENSG00000132581	ENSCAFG00000030569
ENSG00000205683	ENSCAFG00000016783
ENSG00000105825	ENSCAFG00000002040
ENSG00000140455	ENSCAFG00000016993
ENSG00000259680	ENSCAFG00000045674
ENSG00000088543	ENSCAFG00000010303
ENSG00000109111	ENSCAFG00000018763
ENSG00000127920	ENSCAFG00000002046
ENSG00000174226	ENSCAFG00000000563
ENSG00000105829	ENSCAFG00000044569
ENSG00000163017	ENSCAFG00000008747
ENSG00000252764	ENSCAFG00000022422
ENSG00000070756	ENSCAFG00000000567
ENSG00000114735	ENSCAFG00000010296
ENSG00000119599	ENSCAFG00000016792
ENSG00000183615	ENSCAFG00000010656
ENSG00000197013	ENSCAFG00000043738
ENSG00000197013	ENSCAFG00000047812
ENSG00000197013	ENSCAFG00000042064
ENSG00000197013	ENSCAFG00000030310
ENSG00000197013	ENSCAFG00000047374
ENSG00000197013	ENSCAFG00000037135
ENSG00000197013	ENSCAFG00000030979
ENSG00000197013	ENSCAFG00000031827
ENSG00000197013	ENSCAFG00000032488
ENSG00000197013	ENSCAFG00000044740
ENSG00000197013	ENSCAFG00000046585
ENSG00000197013	ENSCAFG00000048953
ENSG00000197013	ENSCAFG00000042771
ENSG00000182866	ENSCAFG00000010625
ENSG00000126882	ENSCAFG00000029121
ENSG00000164692	ENSCAFG00000002069
ENSG00000114737	ENSCAFG00000010293
ENSG00000160539	ENSCAFG00000019911
ENSG00000231587	ENSCAFG00000025984
ENSG00000114738	ENSCAFG00000010281
ENSG00000186509	ENSCAFG00000007726
ENSG00000186509	ENSCAFG00000007722
ENSG00000126895	ENSCAFG00000019402
ENSG00000279051	ENSCAFG00000007734
ENSG00000130714	ENSCAFG00000019905
ENSG00000145723	ENSCAFG00000007546
ENSG00000172377	ENSCAFG00000007729
ENSG00000089820	ENSCAFG00000019408
ENSG00000107438	ENSCAFG00000028553
ENSG00000107438	ENSCAFG00000049380
ENSG00000180475	ENSCAFG00000007714
ENSG00000180475	ENSCAFG00000025503
ENSG00000172772	ENSCAFG00000007715
ENSG00000167525	ENSCAFG00000018779
ENSG00000145725	ENSCAFG00000007519
ENSG00000173157	ENSCAFG00000009744
ENSG00000095637	ENSCAFG00000008270
ENSG00000197786	ENSCAFG00000046264
ENSG00000187605	ENSCAFG00000008728
ENSG00000172769	ENSCAFG00000032566
ENSG00000172769	ENSCAFG00000030124
ENSG00000088538	ENSCAFG00000010229
ENSG00000172365	ENSCAFG00000032726
ENSG00000172362	ENSCAFG00000048555
ENSG00000198283	ENSCAFG00000007697
ENSG00000110031	ENSCAFG00000007693
ENSG00000165861	ENSCAFG00000016802
ENSG00000109113	ENSCAFG00000018780
ENSG00000186660	ENSCAFG00000007675
ENSG00000163170	ENSCAFG00000043063
ENSG00000163170	ENSCAFG00000008739
ENSG00000255073	ENSCAFG00000007675
ENSG00000145050	ENSCAFG00000010269
ENSG00000114978	ENSCAFG00000008735
ENSG00000149124	ENSCAFG00000007663
ENSG00000259956	ENSCAFG00000010266
ENSG00000145041	ENSCAFG00000010183
ENSG00000116478	ENSCAFG00000010597
ENSG00000171241	ENSCAFG00000003704
ENSG00000065911	ENSCAFG00000008716
ENSG00000129317	ENSCAFG00000009729
ENSG00000222870	ENSCAFG00000026281
ENSG00000127995	ENSCAFG00000002093
ENSG00000069329	ENSCAFG00000003688
ENSG00000164080	ENSCAFG00000010120
ENSG00000175130	ENSCAFG00000010588
ENSG00000175130	ENSCAFG00000019054
ENSG00000119707	ENSCAFG00000016809
ENSG00000162526	ENSCAFG00000010585
ENSG00000225828	ENSCAFG00000048514
ENSG00000160058	ENSCAFG00000010567
ENSG00000198001	ENSCAFG00000009700
ENSG00000197361	ENSCAFG00000016997
ENSG00000103657	ENSCAFG00000017011
ENSG00000164081	ENSCAFG00000010100
ENSG00000164924	ENSCAFG00000012280
ENSG00000164924	ENSCAFG00000003455
ENSG00000164924	ENSCAFG00000005721
ENSG00000127990	ENSCAFG00000002104
ENSG00000189057	ENSCAFG00000025213
ENSG00000264324	ENSCAFG00000008608
ENSG00000091651	ENSCAFG00000003683
ENSG00000188687	ENSCAFG00000008684
ENSG00000102030	ENSCAFG00000019415
ENSG00000164082	ENSCAFG00000010091
ENSG00000110042	ENSCAFG00000007651
ENSG00000140795	ENSCAFG00000003680
ENSG00000254553	ENSCAFG00000023754
ENSG00000197629	ENSCAFG00000007649
ENSG00000263999	ENSCAFG00000042920
ENSG00000214686	ENSCAFG00000029207
ENSG00000273274	ENSCAFG00000023754
ENSG00000160062	ENSCAFG00000023779
ENSG00000176495	ENSCAFG00000047612
ENSG00000176495	ENSCAFG00000044533
ENSG00000176495	ENSCAFG00000046759
ENSG00000173389	ENSCAFG00000010066
ENSG00000155330	ENSCAFG00000003679
ENSG00000172324	ENSCAFG00000043754
ENSG00000172324	ENSCAFG00000048827
ENSG00000172320	ENSCAFG00000007632
ENSG00000198242	ENSCAFG00000002548
ENSG00000166884	ENSCAFG00000031533
ENSG00000254466	ENSCAFG00000029148
ENSG00000176261	ENSCAFG00000010550
ENSG00000176200	ENSCAFG00000031594
ENSG00000172742	ENSCAFG00000029808
ENSG00000166123	ENSCAFG00000028511
ENSG00000184345	ENSCAFG00000010070
ENSG00000112874	ENSCAFG00000007473
ENSG00000035664	ENSCAFG00000017029
ENSG00000110048	ENSCAFG00000007604
ENSG00000214681	ENSCAFG00000010073
ENSG00000114767	ENSCAFG00000010060
ENSG00000080815	ENSCAFG00000016815
ENSG00000238578	ENSCAFG00000025976
ENSG00000238649	ENSCAFG00000025971
ENSG00000160606	ENSCAFG00000029722
ENSG00000151239	ENSCAFG00000009652
ENSG00000166889	ENSCAFG00000007581
ENSG00000041880	ENSCAFG00000010042
ENSG00000130717	ENSCAFG00000019903
ENSG00000069345	ENSCAFG00000010270
ENSG00000069345	ENSCAFG00000023721
ENSG00000166797	ENSCAFG00000017035
ENSG00000160602	ENSCAFG00000018792
ENSG00000172289	ENSCAFG00000007561
ENSG00000162521	ENSCAFG00000010527
ENSG00000166900	ENSCAFG00000030417
ENSG00000180929	ENSCAFG00000010033
ENSG00000184349	ENSCAFG00000007448
ENSG00000028528	ENSCAFG00000017041
ENSG00000090097	ENSCAFG00000010019
ENSG00000145743	ENSCAFG00000007436
ENSG00000139173	ENSCAFG00000009609
ENSG00000171208	ENSCAFG00000029426
ENSG00000283526	ENSCAFG00000046422
ENSG00000107263	ENSCAFG00000019902
ENSG00000076604	ENSCAFG00000018800
ENSG00000172534	ENSCAFG00000019428
ENSG00000120963	ENSCAFG00000000584
ENSG00000151422	ENSCAFG00000007431
ENSG00000184613	ENSCAFG00000009592
ENSG00000129636	ENSCAFG00000010234
ENSG00000252214	ENSCAFG00000032556
ENSG00000252214	ENSCAFG00000031635
ENSG00000252214	ENSCAFG00000029197
ENSG00000252214	ENSCAFG00000030306
ENSG00000252214	ENSCAFG00000031140
ENSG00000252214	ENSCAFG00000031928
ENSG00000252214	ENSCAFG00000032303
ENSG00000252214	ENSCAFG00000031972
ENSG00000198961	ENSCAFG00000007425
ENSG00000173065	ENSCAFG00000031142
ENSG00000083307	ENSCAFG00000000587
ENSG00000157734	ENSCAFG00000017051
ENSG00000166902	ENSCAFG00000031711
ENSG00000166902	ENSCAFG00000029686
ENSG00000184216	ENSCAFG00000019436
ENSG00000204843	ENSCAFG00000008608
ENSG00000112893	ENSCAFG00000007417
ENSG00000134812	ENSCAFG00000010325
ENSG00000166794	ENSCAFG00000047176
ENSG00000100767	ENSCAFG00000025353
ENSG00000100767	ENSCAFG00000016823
ENSG00000212395	ENSCAFG00000026020
ENSG00000212395	ENSCAFG00000026241
ENSG00000134827	ENSCAFG00000010339
ENSG00000160563	ENSCAFG00000019900
ENSG00000169118	ENSCAFG00000017079
ENSG00000185760	ENSCAFG00000002645
ENSG00000162520	ENSCAFG00000010513
ENSG00000104490	ENSCAFG00000030111
ENSG00000284873	ENSCAFG00000032278
ENSG00000162522	ENSCAFG00000044849
ENSG00000132591	ENSCAFG00000018813
ENSG00000102893	ENSCAFG00000010225
ENSG00000149516	ENSCAFG00000048209
ENSG00000196358	ENSCAFG00000019898
ENSG00000186952	ENSCAFG00000007400
ENSG00000134684	ENSCAFG00000010481
ENSG00000107290	ENSCAFG00000019897
ENSG00000284565	ENSCAFG00000025711
ENSG00000149534	ENSCAFG00000010352
ENSG00000283819	ENSCAFG00000020577
ENSG00000114779	ENSCAFG00000009945
ENSG00000132589	ENSCAFG00000018824
ENSG00000164209	ENSCAFG00000007396
ENSG00000048392	ENSCAFG00000000602
ENSG00000116497	ENSCAFG00000010456
ENSG00000169057	ENSCAFG00000019440
ENSG00000125482	ENSCAFG00000019895
ENSG00000110077	ENSCAFG00000010360
ENSG00000243501	ENSCAFG00000043440
ENSG00000256980	ENSCAFG00000043440
ENSG00000169021	ENSCAFG00000007636
ENSG00000135314	ENSCAFG00000043440
ENSG00000188523	ENSCAFG00000019893
ENSG00000185610	ENSCAFG00000009372
ENSG00000160097	ENSCAFG00000010445
ENSG00000187135	ENSCAFG00000007631
ENSG00000252521	ENSCAFG00000027927
ENSG00000125492	ENSCAFG00000019892
ENSG00000145777	ENSCAFG00000031005
ENSG00000114786	ENSCAFG00000009917
ENSG00000105171	ENSCAFG00000007630
ENSG00000177119	ENSCAFG00000009360
ENSG00000203909	ENSCAFG00000044818
ENSG00000203909	ENSCAFG00000002647
ENSG00000121905	ENSCAFG00000010425
ENSG00000125485	ENSCAFG00000049076
ENSG00000203908	ENSCAFG00000029827
ENSG00000203907	ENSCAFG00000024700
ENSG00000252839	ENSCAFG00000021624
ENSG00000134987	ENSCAFG00000007387
ENSG00000121900	ENSCAFG00000010413
ENSG00000133961	ENSCAFG00000016834
ENSG00000080007	ENSCAFG00000031623
ENSG00000110079	ENSCAFG00000010365
ENSG00000116514	ENSCAFG00000010404
ENSG00000166289	ENSCAFG00000007627
ENSG00000102076	ENSCAFG00000019441
